Hsz-NTRK1 2000 1000 T083824-NTRK1
rank,node,Fabs,Frel,Class
360,t096587,1035,0.51364764268,??
361,t004598,1023,0.509970089731,??
362,t172681,1021,0.509481037924,??
363,t025684,1025,0.509190263289,??
364,t101562,1020,0.50822122571,??
365,t063704,1021,0.507960199005,??
366,t092165,1021,0.507960199005,??
367,t129887,1018,0.507730673317,??
368,t124700,1014,0.505483549352,??
369,t131674,1013,0.503229011426,??
370,t073812,1010,0.502487562189,??
371,t006417,1007,0.502244389027,??
372,t054673,1009,0.501740427648,??
373,t201181,1002,0.498259572352,??
374,t199366,1000,0.496524329692,??
375,t165493,994,0.494281452014,??
376,t136112,992,0.492307692308,??
377,t200241,987,0.491289198606,??
378,t136109,987,0.491289198606,??
379,t135867,984,0.490284005979,??
380,t090606,981,0.487332339791,??
381,t088337,977,0.487281795511,??
382,t197521,973,0.48407960199,??
383,t199623,971,0.483565737052,??
384,t031769,973,0.48311817279,??
385,t097620,968,0.482552342971,??
386,t157567,967,0.481094527363,??
387,t093541,966,0.48035803083,??
388,t088338,963,0.479104477612,??
389,t159367,960,0.478087649402,??
390,t096376,956,0.47609561753,??
391,t164775,954,0.476047904192,??
392,t059934,954,0.475810473815,??
393,t136253,953,0.474601593625,??
394,t177571,954,0.474390850323,??
395,t200240,952,0.474103585657,??
396,t170515,951,0.4740777667,??
397,t055906,952,0.473867595819,??
398,t180960,952,0.473396320239,??
399,t147667,947,0.471144278607,??
400,t103699,942,0.468656716418,??
401,t164940,935,0.467266366817,??
402,t055694,939,0.467164179104,??
403,t073064,936,0.465903434545,??
404,t159535,934,0.46421471173,??
405,t012298,929,0.461959224267,??
406,t065520,922,0.459163346614,??
407,t034767,913,0.45536159601,??
408,t156975,911,0.453911310414,??
409,t031103,914,0.453823237339,??
410,t088411,908,0.451516658379,??
411,t001100,905,0.450248756219,??
412,t201266,904,0.449975111996,??
413,t090332,900,0.448877805486,??
414,t040498,897,0.445825049702,??
415,t103680,889,0.442288557214,??
416,t073899,884,0.441558441558,??
417,t049254,884,0.441117764471,??
418,t149328,885,0.440737051793,??
419,t138722,884,0.440677966102,??
420,t050566,886,0.440139095877,??
421,t034530,884,0.439363817097,??
422,t197517,883,0.439085032322,??
423,t085120,881,0.43874501992,??
424,t134741,877,0.43631840796,??
425,t019763,874,0.435692921236,??
426,t052971,874,0.435258964143,??
427,t019863,866,0.432351472791,??
428,t147665,868,0.432055749129,??
429,t074437,861,0.429426433915,??
430,t177264,864,0.429423459245,??
431,t121743,862,0.428003972195,??
432,t170751,859,0.426726279185,??
433,t066629,852,0.42493765586,??
434,t107096,850,0.423940149626,??
435,t074606,850,0.423517688092,??
436,t090879,847,0.4222333001,??
437,t164100,847,0.421393034826,??
438,t137258,840,0.418535127055,??
439,t197326,841,0.417576961271,??
440,t192194,837,0.417456359102,??
441,t059104,839,0.417412935323,??
442,t187520,839,0.416998011928,??
443,t049855,835,0.416043846537,??
444,t003479,835,0.415836653386,??
445,t200091,831,0.414257228315,??
446,t034489,830,0.413346613546,??
447,t120536,826,0.411354581673,??
448,t025239,822,0.40956651719,??
449,t077878,822,0.409362549801,??
450,t185319,821,0.408457711443,??
451,t033781,823,0.408031730293,??
452,t069091,817,0.406265539533,??
453,t014991,814,0.40618762475,??
454,t144361,811,0.403884462151,??
455,t189627,807,0.40129288911,??
456,t149337,807,0.400894187779,??
457,t127500,800,0.39860488291,??
458,t171471,791,0.393924302789,??
459,t159294,788,0.392821535394,??
460,t088789,786,0.391629297459,??
461,t129190,781,0.389526184539,??
462,t083816,780,0.388639760837,??
463,t199672,774,0.385650224215,??
464,t141726,771,0.384538653367,??
465,t106673,766,0.381094527363,??
466,t095034,764,0.380288700846,??
467,t010966,764,0.380099502488,??
468,t091501,762,0.379104477612,??
469,t070342,761,0.378230616302,??
470,t163650,749,0.373566084788,??
471,t020547,749,0.372822299652,??
472,t023475,752,0.372646184341,??
473,t114682,747,0.371641791045,??
474,t047233,745,0.371385842473,??
475,t031767,744,0.370702541106,??
476,t062228,742,0.369890329013,??
477,t050968,741,0.368107302534,??
478,t187671,732,0.36399801094,??
479,t031766,730,0.363726955655,??
480,t109614,725,0.36087605774,??
481,t112627,723,0.359701492537,??
482,t038366,719,0.358067729084,??
483,t171462,717,0.357071713147,??
484,t038843,715,0.355721393035,??
485,t130588,714,0.355577689243,??
486,t125301,709,0.352035749752,??
487,t031104,705,0.351620947631,??
488,t096057,707,0.351217088922,??
489,t153866,703,0.349751243781,??
490,t103085,697,0.346766169154,??
491,t010965,692,0.344793223717,??
492,t164153,692,0.344278606965,??
493,t056707,692,0.344278606965,??
494,t000987,692,0.343765524093,??
495,t198548,688,0.342629482072,??
496,t094020,686,0.342315369261,??
497,t143447,688,0.342288557214,??
498,t128763,686,0.340954274354,??
499,t034525,684,0.340298507463,??
500,t200185,676,0.336653386454,??
501,t184226,673,0.334659373446,??
502,t039508,671,0.334329845541,??
503,t079678,672,0.334328358209,??
504,t028201,666,0.331673306773,??
505,t032076,661,0.329183266932,??
506,t189926,659,0.328678304239,??
507,t041006,654,0.325049701789,??
508,t032992,648,0.32319201995,??
509,t192119,646,0.321393034826,??
510,t100417,646,0.321393034826,??
511,t164293,646,0.321233217305,??
512,t014953,644,0.321036889332,??
513,t147492,631,0.314243027888,??
514,t154693,631,0.313618290258,??
515,t096939,630,0.312965722802,??
516,t107613,628,0.312437810945,??
517,t039068,629,0.312003968254,??
518,t164719,625,0.310636182903,??
519,t100815,614,0.305320735952,??
520,t127501,612,0.304629168741,??
521,t135538,612,0.30447761194,??
522,t176768,612,0.304174950298,??
523,t196558,608,0.303090727817,??
524,t192388,608,0.302638128422,??
525,t139079,608,0.302337145699,??
526,t019764,602,0.299800796813,??
527,t192120,601,0.299750623441,??
528,t074438,596,0.297256857855,??
529,t097622,595,0.296758104738,??
530,t097855,593,0.295908183633,??
531,t164113,591,0.294322709163,??
532,t016596,591,0.294176207068,??
533,t159245,590,0.293824701195,??
534,t036846,586,0.291832669323,??
535,t025431,584,0.290836653386,??
536,t173338,582,0.289552238806,??
537,t052972,579,0.287916459473,??
538,t107097,577,0.287207565953,??
539,t022518,570,0.283864541833,??
540,t004547,569,0.283366533865,??
541,t155194,568,0.282587064677,??
542,t078173,569,0.282522343595,??
543,t050878,566,0.282012954659,??
544,t017108,567,0.281809145129,??
545,t062226,561,0.279243404679,??
546,t054873,560,0.279162512463,??
547,t101320,555,0.276532137519,??
548,t027435,555,0.275571002979,??
549,t059910,552,0.274490303332,??
550,t200604,549,0.272321428571,??
551,t144400,546,0.271912350598,??
552,t018397,545,0.271414342629,??
553,t097423,545,0.271414342629,??
554,t034518,538,0.268329177057,??
555,t171492,534,0.266467065868,??
556,t094873,532,0.264413518887,??
557,t028793,531,0.264047737444,??
558,t050565,530,0.26381284221,??
559,t196359,530,0.26368159204,??
560,t028755,527,0.262580966617,??
561,t194895,526,0.262082710513,??
562,t093461,527,0.262058677275,??
563,t007737,525,0.261194029851,??
564,t013600,524,0.260826281732,??
565,t012246,524,0.260826281732,??
566,t006890,521,0.259720837488,??
567,t044509,520,0.258320914059,??
568,t015400,519,0.258080556937,??
569,t003477,519,0.258080556937,??
570,t028823,512,0.25536159601,??
571,t121741,512,0.254853160777,??
572,t116723,509,0.253359880538,??
573,t146417,507,0.252364360378,??
574,t155274,505,0.251494023904,??
575,t003451,502,0.250374064838,??
576,t009325,500,0.24925224327,??
577,t153521,499,0.248505976096,??
578,t053445,498,0.248007968127,??
579,t180511,497,0.248003992016,??
580,t056458,495,0.246759720837,??
581,t121632,489,0.243404678945,??
582,t080313,488,0.243270189432,??
583,t147594,487,0.242529880478,??
584,t200602,486,0.242394014963,??
585,t014321,488,0.24230387289,??
586,t046632,484,0.241035856574,??
587,t028223,477,0.237313432836,??
588,t181530,471,0.23502994012,??
589,t092671,471,0.234561752988,??
590,t037051,467,0.232222774739,??
591,t032077,466,0.232187344295,??
592,t073426,463,0.230807577268,??
593,t009322,463,0.230807577268,??
594,t014992,458,0.227974116476,??
595,t066630,454,0.22564612326,??
596,t120538,450,0.224438902743,??
597,t195196,450,0.224327018943,??
598,t168635,448,0.222442899702,??
599,t137263,442,0.220119521912,??
600,t046435,442,0.219791148682,??
601,t035487,439,0.219061876248,??
602,t060853,439,0.218516674963,??
603,t148620,440,0.218362282878,??
604,t149725,433,0.215530114485,??
605,t130775,426,0.212151394422,??
606,t039521,425,0.21144278607,??
607,t096891,425,0.211337642964,??
608,t184224,424,0.211260587942,??
609,t161658,424,0.211155378486,??
610,t056226,422,0.210473815461,??
611,t169257,418,0.208167330677,??
612,t158334,416,0.206862257583,??
613,t188394,416,0.20675944334,??
614,t000985,415,0.206570433051,??
615,t120126,414,0.206380857428,??
616,t135783,414,0.206175298805,??
617,t091145,413,0.205574912892,??
618,t001724,413,0.205064548163,??
619,t160134,411,0.204274353877,??
620,t091911,408,0.203187250996,??
621,t039516,408,0.202581926514,??
622,t135894,404,0.201295465869,??
623,t186863,404,0.200795228628,??
624,t004845,404,0.200695479384,??
625,t114680,402,0.200598802395,??
626,t178111,399,0.199002493766,??
627,t186954,400,0.198807157058,??
628,t070577,399,0.198804185351,??
629,t131946,399,0.198606271777,??
630,t063274,398,0.197813121272,??
631,t005070,397,0.197512437811,??
632,t164704,395,0.196224540487,??
633,t108537,391,0.194915254237,??
634,t148303,391,0.194333996024,??
635,t091910,386,0.192135390742,??
636,t180513,385,0.191542288557,??
637,t050964,384,0.191330343797,??
638,t057178,383,0.190452511188,??
639,t077324,378,0.188340807175,??
640,t026442,377,0.187562189055,??
641,t100225,377,0.187562189055,??
642,t096669,376,0.186878727634,??
643,t182653,375,0.186846038864,??
644,t199627,374,0.186440677966,??
645,t156416,372,0.185814185814,??
646,t059912,373,0.185664509706,??
647,t182231,372,0.185351270553,??
648,t108527,372,0.184982595724,??
649,t197916,366,0.182180189149,??
650,t129573,365,0.181501740428,??
651,t182663,359,0.178873941206,??
652,t116789,356,0.177202588352,??
653,t164686,356,0.177202588352,??
654,t162750,351,0.174975074776,??
655,t018448,351,0.174975074776,??
656,t030400,348,0.173393124066,??
657,t019947,346,0.172310756972,??
658,t020322,342,0.1703187251,??
659,t073182,342,0.169980119284,??
660,t033266,340,0.169154228856,??
661,t136111,337,0.167912306926,??
662,t108387,334,0.166749875187,??
663,t046892,333,0.165671641791,??
664,t063906,330,0.164342629482,??
665,t081873,325,0.161933233682,??
666,t035183,324,0.161676646707,??
667,t090313,322,0.160358565737,??
668,t200478,319,0.159022931206,??
669,t126370,318,0.158841158841,??
670,t069502,317,0.157868525896,??
671,t079342,313,0.156109725686,??
672,t074951,313,0.156031904287,??
673,t018491,310,0.154305624689,??
674,t117373,306,0.152618453865,??
675,t074602,307,0.152508693492,??
676,t031765,305,0.151968111609,??
677,t034478,305,0.151968111609,??
678,t056594,305,0.15121467526,??
679,t034517,304,0.151168572849,??
680,t034732,303,0.151046859422,??
681,t121404,302,0.150773839241,??
682,t006742,301,0.149602385686,??
683,t014647,301,0.149602385686,??
684,t050971,299,0.149201596806,??
685,t164683,298,0.148184982596,??
686,t146593,296,0.147410358566,??
687,t037052,293,0.146134663342,??
688,t138061,291,0.144992526158,??
689,t022471,290,0.144494270055,??
690,t056224,284,0.141575274177,??
691,t142289,284,0.141363862618,??
692,t003645,282,0.140648379052,??
693,t111796,280,0.139650872818,??
694,t041515,278,0.138308457711,??
695,t032380,275,0.136952191235,??
696,t201528,275,0.136679920477,??
697,t159378,274,0.136522172397,??
698,t050942,273,0.135956175299,??
699,t109991,273,0.135888501742,??
700,t058035,272,0.135390741663,??
701,t026720,270,0.134328358209,??
702,t019946,270,0.134261561412,??
703,t040824,269,0.134097706879,??
704,t174496,268,0.133333333333,??
705,t158333,267,0.13296812749,??
706,t104901,266,0.132536123568,??
707,t123520,266,0.132470119522,??
708,t184115,266,0.132272501243,??
709,t043865,261,0.12959285005,??
710,t190150,259,0.128984063745,??
711,t190508,256,0.12736318408,??
712,t052763,253,0.125870646766,??
713,t074600,250,0.124564025909,??
714,t036985,248,0.12375249501,??
715,t091300,247,0.122885572139,??
716,t077884,246,0.122693266833,??
717,t134571,246,0.122509960159,??
718,t171456,246,0.122205663189,??
719,t140348,245,0.122011952191,??
720,t086958,245,0.122011952191,??
721,t125665,244,0.121332670313,??
722,t144164,241,0.120079720977,??
723,t164150,238,0.11876247505,??
724,t032384,238,0.11834908006,??
725,t024440,231,0.115211970075,??
726,t050569,231,0.11509715994,??
727,t156853,231,0.114868224764,??
728,t184000,229,0.113987058238,??
729,t014620,229,0.113873694679,??
730,t138881,227,0.112879164595,??
731,t131256,226,0.112662013958,??
732,t121749,225,0.112051792829,??
733,t057749,224,0.111720698254,??
734,t114346,222,0.11050273768,??
735,t069564,222,0.110337972167,??
736,t040468,219,0.108901044257,??
737,t003195,214,0.106573705179,??
738,t132325,214,0.106467661692,??
739,t088542,213,0.106075697211,??
740,t107480,212,0.105735660848,??
741,t057746,211,0.104975124378,??
742,t047314,207,0.103139013453,??
743,t145283,206,0.102589641434,??
744,t100548,203,0.101145989038,??
745,t112118,203,0.101045296167,??
746,t042271,201,0.0999005964215,??
747,t180057,200,0.0995520159283,??
748,t141000,200,0.0994035785288,??
749,t020090,200,0.0993048659384,??
750,t094783,199,0.0992023928215,??
751,t038754,198,0.098753117207,??
752,t093884,198,0.098753117207,??
753,t010738,198,0.0986055776892,??
754,t107044,198,0.0986055776892,??
755,t198889,198,0.098556495769,??
756,t139245,198,0.098556495769,??
757,t088687,198,0.0982630272953,??
758,t003175,197,0.0982543640898,??
759,t092537,197,0.0978638847491,??
760,t007098,196,0.0975609756098,??
761,t014513,195,0.0970632155301,??
762,t137788,194,0.0968063872255,??
763,t198489,194,0.0966616841056,??
764,t190732,194,0.0963735717834,??
765,t113634,193,0.0959244532803,??
766,t038448,192,0.0955699352912,??
767,t050563,190,0.0945273631841,??
768,t172471,188,0.0937655860349,??
769,t193141,188,0.0935323383085,??
770,t057922,185,0.0921314741036,??
771,t140046,185,0.091857000993,??
772,t104894,183,0.0914085914086,??
773,t065889,182,0.0906374501992,??
774,t200653,182,0.0906374501992,??
775,t058936,181,0.0900945744151,??
776,t159852,180,0.0896860986547,??
777,t198547,180,0.0895968143355,??
778,t179349,179,0.0894105894106,??
779,t156851,178,0.0885572139303,??
780,t118629,177,0.0881035340966,??
781,t137821,176,0.0877367896311,??
782,t092830,176,0.0876494023904,??
783,t019864,174,0.087,??
784,t045844,174,0.0866965620329,??
785,t057707,172,0.0856573705179,??
786,t187730,171,0.0850746268657,??
787,t025530,170,0.0846192135391,??
788,t044204,169,0.0842472582253,??
789,t188597,168,0.0837487537388,??
790,t182469,168,0.0836236933798,??
791,t048173,167,0.0829607550919,??
792,t122226,167,0.0827962320278,??
793,t184225,166,0.0825870646766,??
