Hsz-NTRK1 2000 1000 T083823-NTRK1
rank,node,Fabs,Frel,Class
213,t024496,1652,0.823529411765,??
214,t059881,1655,0.823383084577,??
215,t191353,1652,0.823119083209,??
216,t026365,1651,0.822211155378,??
217,t144178,1639,0.818681318681,??
218,t190209,1640,0.817955112219,??
219,t097468,1642,0.817729083665,??
220,t053048,1640,0.817547357926,??
221,t093464,1634,0.812531079065,??
222,t001048,1634,0.81172379533,??
223,t006931,1624,0.808764940239,??
224,t106888,1620,0.807577268195,??
225,t078655,1623,0.8070611636,??
226,t092883,1618,0.806580259222,??
227,t054290,1617,0.806081754736,??
228,t146295,1612,0.804792810784,??
229,t051613,1619,0.804272230502,??
230,t166074,1613,0.803687095167,??
231,t177528,1616,0.803580308304,??
232,t191732,1610,0.803393213573,??
233,t078168,1610,0.801393728223,??
234,t200430,1612,0.800794833582,??
235,t166075,1606,0.798607657882,??
236,t126464,1593,0.794910179641,??
237,t070342,1590,0.791044776119,??
238,t150803,1586,0.790234180369,??
239,t071234,1587,0.789552238806,??
240,t168666,1585,0.789342629482,??
241,t034764,1583,0.788739412058,??
242,t195259,1584,0.787667826952,??
243,t103470,1582,0.787064676617,??
244,t043844,1586,0.786316311353,??
245,t015960,1570,0.783824263605,??
246,t072079,1572,0.782478845197,??
247,t109287,1566,0.780269058296,??
248,t064837,1569,0.779821073559,??
249,t042992,1566,0.779104477612,??
250,t074831,1565,0.778606965174,??
251,t162950,1562,0.776727996022,??
252,t077620,1556,0.775672981057,??
253,t152991,1550,0.771912350598,??
254,t162894,1550,0.771144278607,??
255,t133473,1546,0.770303936223,??
256,t063329,1545,0.769422310757,??
257,t035160,1549,0.768734491315,??
258,t086643,1542,0.766782695177,??
259,t092558,1536,0.764179104478,??
260,t196558,1533,0.763446215139,??
261,t013088,1534,0.762804574838,??
262,t188695,1530,0.762711864407,??
263,t152606,1533,0.762686567164,??
264,t002003,1534,0.762046696473,??
265,t145539,1521,0.757470119522,??
266,t093568,1518,0.754473161034,??
267,t163068,1508,0.751370204285,??
268,t099313,1505,0.750623441397,??
269,t085152,1507,0.750498007968,??
270,t057478,1507,0.749751243781,??
271,t190017,1504,0.74937717987,??
272,t091781,1503,0.748878923767,??
273,t156550,1504,0.748631159781,??
274,t187629,1501,0.74788241156,??
275,t177344,1501,0.747137879542,??
276,t180811,1496,0.745762711864,??
277,t158286,1497,0.745517928287,??
278,t176184,1497,0.745517928287,??
279,t015102,1497,0.744776119403,??
280,t072923,1489,0.742643391521,??
281,t094879,1494,0.74254473161,??
282,t200400,1492,0.742288557214,??
283,t099414,1491,0.741422178021,??
284,t136232,1487,0.741276171486,??
285,t106671,1488,0.739930382894,??
286,t043676,1483,0.738545816733,??
287,t016746,1470,0.732436472347,??
288,t069479,1467,0.729487817006,??
289,t087885,1460,0.728179551122,??
290,t107488,1453,0.723605577689,??
291,t068484,1459,0.723351512147,??
292,t099425,1451,0.721890547264,??
293,t094275,1449,0.719821162444,??
294,t160541,1446,0.717974180735,??
295,t000421,1438,0.716849451645,??
296,t120134,1436,0.715495764823,??
297,t183707,1431,0.714071856287,??
298,t083580,1431,0.713004484305,??
299,t065843,1422,0.709226932668,??
300,t073261,1417,0.704274353877,??
301,t027636,1412,0.703187250996,??
302,t064978,1413,0.702635504724,??
303,t194485,1412,0.701789264414,??
304,t078052,1406,0.699850671976,??
305,t007437,1404,0.698160119344,??
306,t146419,1405,0.697963238947,??
307,t158211,1401,0.697709163347,??
308,t119252,1397,0.696063776781,??
309,t074727,1384,0.689930209372,??
310,t135668,1381,0.688091679123,??
311,t028740,1375,0.686127744511,??
312,t000263,1372,0.683948155533,??
313,t006738,1366,0.681636726547,??
314,t075596,1367,0.679423459245,??
315,t006745,1361,0.677114427861,??
316,t108385,1358,0.674280039722,??
317,t186083,1352,0.672971627675,??
318,t090369,1347,0.672155688623,??
319,t126014,1346,0.670987038883,??
320,t144403,1348,0.670313276977,??
321,t141932,1347,0.66915052161,??
322,t190143,1343,0.668824701195,??
323,t076068,1344,0.668656716418,??
324,t040369,1340,0.667663178874,??
325,t135291,1337,0.667498751872,??
326,t133475,1342,0.667329686723,??
327,t121635,1340,0.66699850672,??
328,t096228,1333,0.663844621514,??
329,t087818,1333,0.663514186162,??
330,t179187,1331,0.662518666003,??
331,t153000,1323,0.660179640719,??
332,t172475,1319,0.656545545047,??
333,t049378,1319,0.656218905473,??
334,t080675,1315,0.65618762475,??
335,t158640,1320,0.655737704918,??
336,t050030,1315,0.655533399801,??
337,t129795,1316,0.655378486056,??
338,t090619,1314,0.65536159601,??
339,t024497,1310,0.652390438247,??
340,t166080,1307,0.650896414343,??
341,t154508,1305,0.650548354935,??
342,t152793,1294,0.645064805583,??
343,t200193,1295,0.644920318725,??
344,t095082,1296,0.644455494779,??
345,t063104,1293,0.642963699652,??
346,t180581,1288,0.641114982578,??
347,t016721,1282,0.636228287841,??
348,t096430,1274,0.635094715852,??
349,t095454,1275,0.634960159363,??
350,t110689,1277,0.634691848907,??
351,t135689,1278,0.632986627043,??
352,t017211,1270,0.63184079602,??
353,t082935,1267,0.630034808553,??
354,t160572,1258,0.626806178376,??
355,t117243,1259,0.625745526839,??
356,t083817,1251,0.62331838565,??
357,t122054,1253,0.622763419483,??
358,t149776,1248,0.621204579393,??
359,t027032,1243,0.618715778995,??
360,t135950,1246,0.618669314796,??
361,t153156,1239,0.617955112219,??
362,t069967,1240,0.616915422886,??
363,t179763,1236,0.616458852868,??
364,t057481,1233,0.614656031904,??
365,t119112,1230,0.612244897959,??
366,t155379,1223,0.608457711443,??
367,t053238,1220,0.608175473579,??
368,t150084,1220,0.606663351566,??
369,t074111,1217,0.605472636816,??
370,t022253,1215,0.60447761194,??
371,t046586,1209,0.602992518703,??
372,t140529,1206,0.601796407186,??
373,t124942,1196,0.59561752988,??
374,t066944,1193,0.59205955335,??
375,t052992,1183,0.588850174216,??
376,t059681,1181,0.588147410359,??
377,t060853,1178,0.586361373818,??
378,t037438,1176,0.585074626866,??
379,t090817,1171,0.583748753739,??
380,t076991,1170,0.582669322709,??
381,t189125,1168,0.57994041708,??
382,t053205,1166,0.579811039284,??
383,t170055,1163,0.579183266932,??
384,t166024,1165,0.57902584493,??
385,t084940,1158,0.576980568012,??
386,t193401,1151,0.572921851667,??
387,t074370,1153,0.572776949826,??
388,t025912,1149,0.571357533565,??
389,t083420,1143,0.569790628116,??
390,t082368,1142,0.569292123629,??
391,t030394,1142,0.568725099602,??
392,t192671,1140,0.567164179104,??
393,t178931,1136,0.565737051793,??
394,t070570,1137,0.565390353058,??
395,t115283,1129,0.561971129915,??
396,t042496,1127,0.559860904123,??
397,t071518,1124,0.559760956175,??
398,t169729,1128,0.559246405553,??
399,t094989,1124,0.558925907509,??
400,t170235,1121,0.558545092177,??
401,t047918,1120,0.555831265509,??
402,t182432,1116,0.555223880597,??
403,t084729,1116,0.554671968191,??
404,t135783,1107,0.550746268657,??
405,t088307,1103,0.54766633565,??
406,t016032,1101,0.54694485842,??
407,t180370,1091,0.543868394816,??
408,t182644,1093,0.543781094527,??
409,t077656,1087,0.542144638404,??
410,t104725,1089,0.54206072673,??
411,t075881,1085,0.540607872446,??
412,t165170,1081,0.538346613546,??
413,t184430,1078,0.537387836491,??
414,t077049,1072,0.534930139721,??
415,t138791,1068,0.531607765057,??
416,t104875,1069,0.530784508441,??
417,t124853,1062,0.528358208955,??
418,t016105,1062,0.527833001988,??
419,t023271,1060,0.52762568442,??
420,t000374,1056,0.525634644102,??
421,t174899,1052,0.52442671984,??
422,t007575,1053,0.523880597015,??
423,t049657,1046,0.520657043305,??
424,t014168,1044,0.519920318725,??
425,t059253,1034,0.515710723192,??
426,t170236,1030,0.511928429423,??
427,t012095,1026,0.510956175299,??
428,t089488,1020,0.507715281234,??
429,t111364,1016,0.506986027944,??
430,t080715,1018,0.506719761075,??
431,t068763,1018,0.506215813028,??
432,t060616,1018,0.505964214712,??
433,t018371,1016,0.505724240916,??
434,t071526,1014,0.504728720757,??
435,t018435,1012,0.504235176881,??
436,t009680,1013,0.503479125249,??
437,t016230,1013,0.503229011426,??
438,t193702,1005,0.501246882793,??
439,t034260,1006,0.500996015936,??
440,t068677,1004,0.500249128052,??
441,t103699,1004,0.500249128052,??
442,t189282,1001,0.499251870324,??
443,t163139,998,0.497755610973,??
444,t094276,997,0.49750499002,??
445,t184429,994,0.495513459621,??
446,t183054,994,0.494035785288,??
447,t178910,989,0.493020937188,??
448,t162751,991,0.492789656887,??
449,t025570,986,0.491280518186,??
450,t178882,985,0.489806066634,??
451,t037847,985,0.489806066634,??
452,t017089,980,0.489266100849,??
453,t168756,983,0.489054726368,??
454,t049639,981,0.488302638128,??
455,t168687,981,0.488059701493,??
456,t127510,978,0.487294469357,??
457,t182468,975,0.485799701046,??
458,t057257,974,0.48578553616,??
459,t164105,977,0.485586481113,??
460,t019606,976,0.484848484848,??
461,t010618,976,0.48460774578,??
462,t085611,973,0.484320557491,??
463,t094020,972,0.48406374502,??
464,t165002,967,0.481333997013,??
465,t078473,967,0.481094527363,??
466,t149007,964,0.480798004988,??
467,t056637,963,0.480778831752,??
468,t135307,962,0.478845196615,??
469,t162904,953,0.475548902196,??
470,t101413,952,0.474103585657,??
471,t127418,944,0.469885515182,??
472,t058796,943,0.469621513944,??
473,t027634,941,0.469092721834,??
474,t172374,942,0.468656716418,??
475,t076852,942,0.468423669816,??
476,t164330,940,0.467894474863,??
477,t091715,937,0.466633466135,??
478,t156587,937,0.465937344605,??
479,t135538,928,0.462612163509,??
480,t007587,925,0.460199004975,??
481,t092400,919,0.458354114713,??
482,t080504,917,0.457128614158,??
483,t167015,915,0.455904334828,??
484,t046347,915,0.455223880597,??
485,t170785,912,0.454636091725,??
486,t165940,909,0.45223880597,??
487,t063274,905,0.450697211155,??
488,t081326,904,0.44930417495,??
489,t160346,901,0.448481831757,??
490,t047935,900,0.447538538041,??
491,t173879,896,0.446215139442,??
492,t137973,891,0.444167497507,??
493,t169965,890,0.442786069652,??
494,t161503,883,0.440399002494,??
495,t160352,886,0.440357852883,??
496,t134736,884,0.439363817097,??
497,t190732,878,0.436381709742,??
498,t022254,879,0.435579781962,??
499,t188512,874,0.434177844014,??
500,t008705,872,0.433399602386,??
501,t170054,870,0.433051269288,??
502,t071141,870,0.432620586773,??
503,t005412,867,0.432418952618,??
504,t017087,864,0.430707876371,??
505,t049267,862,0.430139720559,??
506,t065346,857,0.426580388253,??
507,t120977,856,0.426507224714,??
508,t094031,854,0.426147704591,??
509,t118630,854,0.425510712506,??
510,t126938,855,0.424528301887,??
511,t114704,853,0.424378109453,??
512,t172153,851,0.423383084577,??
513,t108387,852,0.423248882265,??
514,t106655,843,0.420448877805,??
515,t121734,841,0.419660678643,??
516,t122619,838,0.416294088425,??
517,t165982,834,0.414925373134,??
518,t162949,833,0.414221780209,??
519,t078463,830,0.413758723829,??
520,t088671,831,0.413638626182,??
521,t094629,827,0.412057797708,??
522,t071136,827,0.411238189955,??
523,t021618,824,0.410358565737,??
524,t154946,824,0.410154305625,??
525,t182459,825,0.409836065574,??
526,t158338,821,0.40927218345,??
527,t164929,821,0.408864541833,??
528,t143166,824,0.408325074331,??
529,t066942,819,0.407462686567,??
530,t060678,816,0.40576827449,??
531,t101027,814,0.404572564612,??
532,t112167,810,0.403587443946,??
533,t079535,810,0.40318566451,??
534,t003176,805,0.400497512438,??
535,t072374,801,0.399501246883,??
536,t050695,801,0.399302093719,??
537,t067915,804,0.399007444169,??
538,t074296,800,0.396235760277,??
539,t119544,794,0.396009975062,??
540,t100667,793,0.395511221945,??
541,t037624,794,0.394632206759,??
542,t184483,790,0.393426294821,??
543,t170521,790,0.393230462917,??
544,t083680,787,0.391737182678,??
545,t121152,785,0.391131041355,??
546,t073802,786,0.390656063618,??
547,t055913,783,0.390134529148,??
548,t022518,780,0.389221556886,??
549,t194081,783,0.38858560794,??
550,t031767,780,0.38825286212,??
551,t083307,777,0.387144992526,??
552,t106645,778,0.386679920477,??
553,t084423,778,0.386487829111,??
554,t094769,777,0.385991058122,??
555,t072375,775,0.385572139303,??
556,t073629,772,0.384845463609,??
557,t110127,772,0.384270781483,??
558,t091057,768,0.382279741165,??
559,t093421,768,0.381330685204,??
560,t124352,765,0.380786460926,??
561,t094861,764,0.380099502488,??
562,t198085,763,0.379790940767,??
563,t182359,762,0.379671150972,??
564,t050063,761,0.378418697166,??
565,t027439,760,0.378297660528,??
566,t050380,759,0.377799900448,??
567,t095073,752,0.374688589935,??
568,t069818,749,0.371896722939,??
569,t169453,743,0.370019920319,??
570,t094124,745,0.369360436292,??
571,t094249,742,0.368970661363,??
572,t191540,738,0.367896311067,??
573,t090674,736,0.366899302094,??
574,t067596,738,0.366799204771,??
575,t008221,736,0.366716492277,??
576,t030396,735,0.366583541147,??
577,t190146,733,0.364858138377,??
578,t117295,727,0.36295556665,??
579,t090581,726,0.362275449102,??
580,t065357,728,0.361829025845,??
581,t122618,726,0.36137381782,??
582,t162445,720,0.358565737052,??
583,t059214,720,0.357852882704,??
584,t071093,720,0.357852882704,??
585,t121167,716,0.356929212363,??
586,t044196,713,0.354549975137,??
587,t006688,709,0.352911896466,??
588,t018301,709,0.352035749752,??
589,t080377,702,0.350124688279,??
590,t018927,701,0.349625935162,??
591,t142544,701,0.349103585657,??
592,t094988,700,0.347739692002,??
593,t052969,693,0.344604674291,??
594,t106614,689,0.343298455406,??
595,t125694,687,0.342643391521,??
596,t189562,685,0.341135458167,??
597,t106019,682,0.339472374316,??
598,t099655,680,0.339152119701,??
599,t192051,679,0.3376429637,??
600,t098002,676,0.337493759361,??
601,t108681,677,0.336648433615,??
602,t070233,676,0.336485813838,??
603,t058284,670,0.334164588529,??
604,t055084,671,0.334163346614,??
605,t191296,667,0.332005973121,??
606,t019808,665,0.331175298805,??
607,t013782,664,0.330842052815,??
608,t093570,665,0.330024813896,??
609,t069495,662,0.329845540608,??
610,t074310,661,0.329183266932,??
611,t023767,660,0.328521652563,??
612,t157779,657,0.327680798005,??
613,t059106,654,0.325211337643,??
614,t152668,653,0.324552683897,??
615,t164290,652,0.324539571926,??
616,t037349,641,0.319382162431,??
617,t016340,641,0.318272095333,??
618,t083739,638,0.317887394121,??
619,t073280,634,0.316051844467,??
620,t165380,635,0.314823996034,??
621,t106596,631,0.314713216958,??
622,t019634,631,0.314556331007,??
623,t159225,629,0.313872255489,??
624,t180386,629,0.312468951813,??
625,t011340,624,0.310756972112,??
626,t076908,624,0.310293386375,??
627,t165001,624,0.309677419355,??
628,t069489,620,0.309226932668,??
629,t150503,621,0.309109009457,??
630,t192875,620,0.307845084409,??
631,t079181,618,0.307768924303,??
632,t164908,617,0.307270916335,??
633,t172403,616,0.306772908367,??
634,t174481,615,0.305514157973,??
635,t164685,612,0.304780876494,??
636,t125884,611,0.304131408661,??
637,t079675,608,0.303090727817,??
638,t071331,605,0.301444942701,??
639,t053511,603,0.301349325337,??
640,t016048,602,0.300249376559,??
641,t200431,602,0.299651567944,??
642,t197517,602,0.299651567944,??
643,t031630,601,0.299601196411,??
644,t197632,599,0.298306772908,??
645,t154616,596,0.296812749004,??
646,t137809,594,0.296555167249,??
647,t134115,595,0.296462381664,??
648,t075731,594,0.296259351621,??
649,t056458,595,0.295872700149,??
650,t041006,593,0.295760598504,??
651,t090433,592,0.294088425236,??
652,t077013,589,0.292889109896,??
653,t052937,586,0.292123629113,??
654,t090335,583,0.290194126431,??
655,t178839,583,0.289905519642,??
656,t059415,582,0.28984063745,??
657,t015599,581,0.288767395626,??
658,t070560,579,0.288346613546,??
659,t078066,578,0.287705326033,??
660,t172708,577,0.287207565953,??
661,t095074,574,0.285572139303,??
662,t051582,573,0.284791252485,??
663,t129057,571,0.284646061815,??
664,t195058,571,0.28407960199,??
665,t055036,567,0.282370517928,??
666,t106690,566,0.282012954659,??
667,t060523,563,0.280518186348,??
668,t116321,563,0.280238924838,??
669,t189969,562,0.280159521436,??
670,t100462,562,0.279741164759,??
671,t030398,563,0.279682066567,??
672,t176523,561,0.279104477612,??
673,t103234,559,0.278525161933,??
674,t071509,560,0.278330019881,??
675,t047963,558,0.277611940299,??
676,t164299,555,0.276256844201,??
677,t188613,554,0.275621890547,??
678,t112428,554,0.275621890547,??
679,t093125,552,0.274490303332,??
680,t200603,548,0.272501243163,??
681,t184231,548,0.272230501739,??
682,t076497,545,0.271414342629,??
683,t095400,540,0.268790443006,??
684,t114774,540,0.268389662028,??
685,t182385,539,0.268292682927,??
686,t160099,539,0.267759562842,??
687,t180869,536,0.266799402688,??
688,t120805,536,0.266666666667,??
689,t038891,535,0.266036797613,??
690,t090655,532,0.264676616915,??
691,t156407,530,0.264471057884,??
692,t197381,531,0.26431060229,??
693,t099523,526,0.26221335992,??
694,t077879,526,0.262082710513,??
695,t015953,526,0.261561412233,??
696,t190353,525,0.261454183267,??
697,t014759,522,0.25944333996,??
698,t102053,521,0.259333001493,??
699,t014623,520,0.258835241414,??
700,t071230,520,0.258449304175,??
701,t074532,516,0.256972111554,??
702,t173598,515,0.256218905473,??
703,t035479,513,0.255732801595,??
704,t114804,511,0.253976143141,??
705,t050511,510,0.253857640617,??
706,t078749,511,0.253849975161,??
707,t178210,507,0.253120319521,??
708,t129779,508,0.252736318408,??
709,t088513,507,0.25211337643,??
710,t062735,506,0.251992031873,??
711,t163040,506,0.251992031873,??
712,t175934,507,0.251988071571,??
713,t161514,500,0.249128051819,??
714,t147095,499,0.249001996008,??
715,t064979,499,0.248505976096,??
716,t019759,498,0.247637991049,??
717,t059460,495,0.2466367713,??
718,t172663,491,0.244643746886,??
719,t142848,491,0.244400199104,??
720,t030820,490,0.243417784401,??
721,t143095,488,0.243148978575,??
722,t162296,489,0.242679900744,??
723,t163318,487,0.242288557214,??
724,t161596,483,0.240537848606,??
725,t073095,482,0.240159441953,??
726,t008723,482,0.239920358387,??
727,t076651,483,0.239464551314,??
728,t019059,480,0.239282153539,??
729,t034491,479,0.238189955246,??
730,t108674,480,0.237859266601,??
731,t106628,478,0.237692690204,??
732,t046683,475,0.236789631107,??
733,t167174,475,0.236553784861,??
734,t095064,473,0.235792622134,??
735,t163824,470,0.23418036871,??
736,t122184,470,0.233947237432,??
737,t132704,467,0.232685600399,??
738,t014073,465,0.231573705179,??
739,t096249,464,0.231075697211,??
740,t133886,464,0.230960676954,??
741,t090670,465,0.230654761905,??
742,t017309,462,0.229965156794,??
743,t092737,461,0.229581673307,??
744,t099880,461,0.229353233831,??
745,t081489,459,0.228244654401,??
746,t049889,456,0.226978596317,??
747,t014440,453,0.226047904192,??
748,t170044,451,0.22493765586,??
749,t016694,452,0.224652087475,??
750,t019716,450,0.224438902743,??
751,t149236,450,0.223992035839,??
752,t093128,449,0.223828514457,??
753,t118945,449,0.223494275759,??
754,t051543,449,0.222939424032,??
755,t172643,445,0.221723966119,??
756,t071870,445,0.221613545817,??
757,t043456,444,0.221556886228,??
758,t072138,442,0.220119521912,??
759,t167176,439,0.218516674963,??
760,t099536,437,0.217412935323,??
761,t136064,435,0.216310293386,??
762,t012060,434,0.216027874564,??
763,t200215,430,0.214463840399,??
764,t174160,430,0.213930348259,??
765,t072790,429,0.213326703133,??
766,t094801,428,0.213147410359,??
767,t195062,427,0.212967581047,??
768,t012831,426,0.212362911266,??
769,t017623,427,0.212226640159,??
770,t122099,426,0.212045793927,??
771,t168571,424,0.210945273632,??
772,t144291,422,0.210054753609,??
773,t100138,422,0.209741550696,??
774,t162925,420,0.208851317752,??
775,t132515,419,0.208769307424,??
776,t124199,418,0.20806371329,??
777,t183186,418,0.207960199005,??
778,t163659,416,0.207068193131,??
779,t121672,414,0.206175298805,??
780,t137013,413,0.205268389662,??
781,t161504,411,0.204783258595,??
782,t164192,410,0.204488778055,??
783,t128768,409,0.203786746388,??
784,t058192,408,0.203288490284,??
785,t026635,407,0.202588352414,??
786,t106626,403,0.200397812034,??
787,t132389,401,0.199601791936,??
788,t200091,398,0.198305929248,??
789,t120806,396,0.19730941704,??
790,t185597,394,0.196215139442,??
791,t191268,395,0.195835399108,??
792,t172709,391,0.195207189216,??
793,t086709,392,0.194927896569,??
794,t031765,391,0.19462419114,??
795,t157659,391,0.194044665012,??
